UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS
67b96b83-f1f1-4279-b77d-32d69b04dc11,[1113-END] Lincolnshire Inquest UTF8.txt,"1113 A quarrel broke out on 17 Sept. 1327 at Lincoln in the palace of Henry, bishop of Lincoln, when the king was staying there, between John de Cephous and other royal ministers and Stephen de Clyveland of Lincoln, who was later arrested and taken on the same day. Roger Ermyn, with other malefactors and peace breakers, on orders from Thomas de Carleton and others, with force and arms rescued Stephen from the custody of the marshal of the king’s household without consideration for the king’s presence. [See 184 and 856 above.]",char-offset:0,EVENT,,,,,,,,,
1be295c8-6c8d-4d6a-a2ae-3786ddebf830,[1113-END] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:45,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
21e2f1a7-b063-4f82-8857-5afc2b5ea6b5,[1113-END] Lincolnshire Inquest UTF8.txt,Henry,char-offset:70,PERSON,,,,,,,,,
8c45385a-b9bb-4612-bd9f-487707c8afd9,[1113-END] Lincolnshire Inquest UTF8.txt,"Henry, bishop of Lincoln",char-offset:70,PERSON,,,,,,,,,
2a877a4c-b82f-45a5-8daa-b801597352fe,[1113-END] Lincolnshire Inquest UTF8.txt,John de Cephous,char-offset:137,PERSON,,,,,,,,,
8e652e29-aed2-42b0-99d7-44f10dd61b65,[1113-END] Lincolnshire Inquest UTF8.txt,Stephen de Clyveland,char-offset:183,PERSON,,,,,,,,,
be7c71f3-526c-49c7-94e7-bec2c4ac7583,[1113-END] Lincolnshire Inquest UTF8.txt,Lincoln,char-offset:207,PLACE,http://pleiades.stoa.org/places/79395,"Col. Lindum|Col. Lindum, Lincoln",-0.046875,53.233212,-0.540503,"settlement,city-gate",VERIFIED,,
03320eee-8cd8-4be1-b442-24cb7a08343b,[1113-END] Lincolnshire Inquest UTF8.txt,Roger Ermyn,char-offset:266,PERSON,,,,,,,,,
8cc659ed-c2db-4ed6-9cbd-f4f172b00d1a,[1113-END] Lincolnshire Inquest UTF8.txt,Thomas de Carleton,char-offset:337,PERSON,,,,,,,,,
78d6a5b7-187e-41b3-8b25-2580f423a4c1,[1113-END] Lincolnshire Inquest UTF8.txt,Stephen,char-offset:396,PERSON,,,,,,,,,
