UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS
d04d423a-69fb-4616-8d66-fba22164c2c7,[376-576] Lincolnshire Inquest UTF8.txt,"376 John Briselaunce of Empingham on 6 Nov. 1340 at Stamford feloniously killed Robert Briselaunce, his brother.",char-offset:2,EVENT,,,,,,,,,
aad3cfbd-69eb-43fb-b9aa-8d951c689b7c,[376-576] Lincolnshire Inquest UTF8.txt,John Briselaunce,char-offset:6,PERSON,,,,,,,,,
cd94a877-d289-4742-8ed5-de5549f97326,[376-576] Lincolnshire Inquest UTF8.txt,Empingham,char-offset:26,PLACE,http://dare.ht.lu.se/places/25483,Empingham|Empingham,-0.046875,52.662554,-0.610244,villa,UNVERIFIED,,
239dc438-84b2-4978-899f-3a5437033a2d,[376-576] Lincolnshire Inquest UTF8.txt,Stamford,char-offset:54,PLACE,http://sws.geonames.org/4843564,Stamford,,41.05343,-73.53873,,UNVERIFIED,,
70c87a6a-ef31-4799-afa9-034bb8761b81,[376-576] Lincolnshire Inquest UTF8.txt,Robert Briselaunce,char-offset:82,PERSON,,,,,,,,,
0da64640-dbcb-4ff7-aafd-769fbdda5463,[376-576] Lincolnshire Inquest UTF8.txt,377 Robert de Apethorp of Stamford on 23 July 1340 at Stamford feloniously killed Walter son of Roger le Lister.,char-offset:115,EVENT,,,,,,,,,
75771aed-4eb2-46bc-82c7-eb06e3c25e8f,[376-576] Lincolnshire Inquest UTF8.txt,Robert de Apethorp,char-offset:119,PERSON,,,,,,,,,
efa98ee7-862d-4915-9fa3-5668ae665d7b,[376-576] Lincolnshire Inquest UTF8.txt,Stamford,char-offset:141,PLACE,http://sws.geonames.org/4843564,Stamford,,41.05343,-73.53873,,UNVERIFIED,,
cf088a3e-a593-4947-8845-d329247267b3,[376-576] Lincolnshire Inquest UTF8.txt,Stamford,char-offset:169,PLACE,http://sws.geonames.org/4843564,Stamford,,41.05343,-73.53873,,UNVERIFIED,,
31bd4474-8e72-4f1d-ae2f-3e24d3650aac,[376-576] Lincolnshire Inquest UTF8.txt,Walter,char-offset:197,PERSON,,,,,,,,,
de2ea7bd-5c1c-4a72-a9fc-758931242ec1,[376-576] Lincolnshire Inquest UTF8.txt,Roger le Lister,char-offset:211,PERSON,,,,,,,,,
68a35b22-71cc-42ea-8a6d-5c435d146670,[376-576] Lincolnshire Inquest UTF8.txt,"378 John de Croucheton, former escheator in Lincolnshire, in 5 Edward III at Friskney extorted 5 marks from William de Freskeney.",char-offset:239,EVENT,,,,,,,,,
46be5598-48a5-43f8-9062-d15f5e7c30e9,[376-576] Lincolnshire Inquest UTF8.txt,John de Croucheton,char-offset:243,PERSON,,,,,,,,,
1b9a5b58-c4eb-4b3c-90a5-037e7758bf15,[376-576] Lincolnshire Inquest UTF8.txt,Lincolnshire,char-offset:283,PLACE,http://geo-kima.org/place/7074,Lincolnshire (England),,,,,UNVERIFIED,,
4a856e8d-8cbd-4a00-9570-39151900c1c7,[376-576] Lincolnshire Inquest UTF8.txt,Edward III,char-offset:302,PERSON,,,,,,,,,
31519c0c-fe4b-4901-b2c6-a9e91fcd8a63,[376-576] Lincolnshire Inquest UTF8.txt,Friskney,char-offset:316,PLACE,,,,,,,UNVERIFIED,,
31b7d57d-de3c-4810-9789-4d6a45cb66a7,[376-576] Lincolnshire Inquest UTF8.txt,William de Freskeney,char-offset:347,PERSON,,,,,,,,,
91ddce39-ba03-4345-83f1-5c15972c2ab5,[376-576] Lincolnshire Inquest UTF8.txt,"379 Thomas de Dunstapel, deputy of William de Dunstapel, former purveyor, in 11 Edward III at Boston imprisoned Hugh le Taillour of Friskney until Hugh paid a fine of 20s and 9 quarters of malt. [See 8 above.]",char-offset:369,EVENT,,,,,,,,,
7e9c845d-2f6a-467e-bec1-0c23c5c5a37c,[376-576] Lincolnshire Inquest UTF8.txt,Thomas de Dunstapel,char-offset:373,PERSON,,,,,,,,,
5b6e8c60-c370-48ed-a870-41ea7fc7ff8d,[376-576] Lincolnshire Inquest UTF8.txt,William de Dunstapel,char-offset:404,PERSON,,,,,,,,,
9dddc7a7-2d14-4c07-a904-d314bd66216c,[376-576] Lincolnshire Inquest UTF8.txt,Edward III,char-offset:449,PERSON,,,,,,,,,
b85f4184-d99f-4265-a8c0-a6aaf31278f6,[376-576] Lincolnshire Inquest UTF8.txt,Boston,char-offset:463,PLACE,http://sws.geonames.org/1723862,Boston,,7.87111,126.36417,,UNVERIFIED,,
d8fd873a-7476-4fd7-95c2-9163d225cbf3,[376-576] Lincolnshire Inquest UTF8.txt,Hugh le Taillour,char-offset:481,PERSON,,,,,,,,,
68e34e59-ef76-465b-8190-1b47c683e0cd,[376-576] Lincolnshire Inquest UTF8.txt,Friskney,char-offset:501,PLACE,,,,,,,UNVERIFIED,,
da85988a-0562-4a99-a406-5e786772cc03,[376-576] Lincolnshire Inquest UTF8.txt,Hugh,char-offset:516,PERSON,,,,,,,,,
2fe94f47-c060-4ca3-9e94-8b9ec4b6d555,[376-576] Lincolnshire Inquest UTF8.txt,"380 The same Thomas collected many quarters of wheat and malt in the county and transported them to Boston, where he sold most of them, and kept more than £20.",char-offset:579,EVENT,,,,,,,,,
7e1070d4-9fd8-48f6-835b-717f21d5061d,[376-576] Lincolnshire Inquest UTF8.txt,Thomas,char-offset:592,PERSON,,,,,,,,,
4631c4f0-1fda-4cf6-ad0f-7aefa4739427,[376-576] Lincolnshire Inquest UTF8.txt,Boston,char-offset:679,PLACE,http://sws.geonames.org/1723862,Boston,,7.87111,126.36417,,UNVERIFIED,,
7455bcd1-2a64-482d-8c54-b428f987374a,[376-576] Lincolnshire Inquest UTF8.txt,"381 John de Podenale, former collector of victuals in the county, in 10 Edward III took more than 100 chickens from the prior of Spalding and detained them until the prior promised to provide him with chickens annually.",char-offset:739,EVENT,,,,,,,,,
a55dd112-3f76-4505-8e9d-1c6f0813ef02,[376-576] Lincolnshire Inquest UTF8.txt,John de Podenale,char-offset:743,PERSON,,,,,,,,,
f2664ad9-964a-4a85-a120-4b432553314f,[376-576] Lincolnshire Inquest UTF8.txt,Edward III,char-offset:811,PERSON,,,,,,,,,
11c46356-4f6f-4c7f-9d93-f43b3a87d4d4,[376-576] Lincolnshire Inquest UTF8.txt,Spalding,char-offset:868,PLACE,http://sws.geonames.org/2637265,Spalding,,52.78709,-0.15141,,UNVERIFIED,,
25e78a7b-49c9-4cc5-b678-fdf9344068bf,[376-576] Lincolnshire Inquest UTF8.txt,"382 [The same John] in the same year at Langtoft seized 16 plough oxen from the abbot of Crowland, took them out of the county and detained them until the abbot paid a fine.",char-offset:959,EVENT,,,,,,,,,
69a860c1-13b3-4fc2-b7f2-02174d377fae,[376-576] Lincolnshire Inquest UTF8.txt,John,char-offset:973,PERSON,,,,,,,,,
07e29847-619c-4a7b-9b53-8d8ab8033268,[376-576] Lincolnshire Inquest UTF8.txt,Langtoft,char-offset:999,PLACE,http://sws.geonames.org/2644905,Langtoft,,52.69834,-0.3404,,UNVERIFIED,,
